AAPT1 LOC108807389
LOC103856218 LOC108843989
LOC103856219 LOC108844561
LOC103856220 LOC108845598
LOC103856221 LOC108843894
LOC103856222 LOC108843899
LOC103856224 LOC108846184
LOC103856226 LOC108835141
LOC103856228 LOC108829762
LOC103856230 LOC108847227
LOC103856231 LOC108841479
LOC103856233 LOC108845594
LOC103856236 LOC108844244
LOC103856237 LOC108844707
LOC103856240 LOC108830322
LOC103856241 LOC108844290
LOC103856242 LOC108846491
LOC103856243 LOC108844708
LOC103856248 LOC108829359
LOC103856249 LOC108829362
LOC103856251 LOC108846939
LOC103856252 LOC108833968
LOC103856254 LOC108832398
LOC103856255 LOC108844603
LOC103856256 LOC108845589
LOC103856257 LOC108844384
LOC103856258 LOC108844636
LOC103856260 LOC108844218
LOC103856261 LOC108847947
LOC103856263 LOC108847946
LOC103856266 LOC108837167
LOC103856267 LOC108846695
LOC103856268 LOC108845923
LOC103856269 LOC108844888
LOC103856271 LOC108833966
LOC103856272 LOC108847888
LOC103856273 LOC108847385
LOC103856274 LOC108847402
LOC103856275 LOC108846346
LOC103856277 LOC108846271
LOC103856279 LOC108846264
LOC103856280 LOC108825050
LOC103856285 LOC108844694
LOC103856288 LOC108844334
LOC103856289 LOC108844358
LOC103856291 LOC108825953
LOC103856292 LOC108847845
LOC103856294 LOC108846269
LOC103856295 LOC108844713
LOC103856300 LOC108843390
LOC103856302 LOC108844208
LOC103856303 LOC108846707
LOC103856304 LOC108844148
LOC103856305 LOC108836317
LOC103856306 LOC108847659
LOC103856308 LOC108827724
LOC103856310 LOC108844183
LOC103856312 LOC108847877
LOC103856313 LOC108847878
LOC103856318 LOC108829361
LOC103856319 LOC108847304
LOC103856321 LOC108847305
LOC103856323 LOC108847302
LOC103856325 LOC108843925
LOC103856327 LOC108847457
LOC103856328 LOC108845584
LOC103856329 LOC108843996
LOC103856330 LOC108843928
LOC103856331 LOC108840206
LOC103856334 LOC108846103
LOC103856335 LOC108843927
LOC103856336 LOC108839019
LOC103856340 LOC108834313
LOC103856341 LOC108840209
LOC103856342 LOC108839987
LOC103856344 LOC108847499
LOC103856345 LOC108845583
LOC103856346 LOC108847500
LOC103856347 LOC108847501
LOC103856348 LOC108846667
LOC103856349 LOC108845968
LOC103856350 LOC108846828
LOC103856351 LOC108838891
LOC103856352 LOC108840191
LOC103856355 LOC108847661
LOC103856357 LOC108847769
LOC103856359 LOC108847767
LOC103856360 LOC108840720
LOC103856361 LOC108847768
LOC103856362 LOC108844534
LOC103856363 LOC108845850
LOC103856369 LOC108844017
LOC103856370 LOC108843944
LOC103856371 LOC108846235
LOC103856372 LOC108826298
LOC103856373 LOC108845859
LOC103856374 LOC108818282
LOC103856376 LOC108846573
LOC103856377 LOC108847805
LOC103856378 LOC108847806
LOC103856379 LOC108847517
LOC103856380 LOC108844662
LOC103856382 LOC108846814
LOC103856383 LOC108841578
LOC103856384 LOC108846429
LOC103856385 LOC108847140
LOC103856387 LOC108843992
LOC103856388 LOC108844377
LOC103856389 LOC108847656
LOC103856390 LOC108848037
LOC103856391 LOC108846362
LOC103856392 LOC108844441
LOC103856393 LOC108839964
LOC103856394 LOC108845580
LOC103856395 LOC108847867
LOC103856396 LOC108847419
LOC103856398 LOC108844097
LOC103856399 LOC108846963
LOC103856400 LOC108846964
LOC103856401 LOC108844773
LOC103856402 LOC108847854
LOC103856403 LOC108847977
LOC103856405 LOC108836578
LOC103856408 LOC108847975
LOC103856410 LOC108846925
LOC103856413 LOC108846924
LOC103856414 LOC108846922
LOC103856416 LOC108846920
LOC103856417 LOC108846919
LOC103856418 LOC108846918
LOC103856419 LOC108837198
LOC103856420 LOC108837199
LOC103856421 LOC108846774
LOC103856423 LOC108842747
LOC103856424 LOC108847075
LOC103856427 LOC108844691
LOC103856428 LOC108846640
LOC103856429 LOC108845997
LOC103856430 LOC108847900
LOC103856431 LOC108847903
LOC103856434 LOC108842746
LOC103856435 LOC108845916
LOC103856437 LOC108844593
LOC103856438 LOC108844007
LOC103856439 LOC108845574
LOC103856440 LOC108847443
LOC103856442 LOC108847442
LOC103856445 LOC108845987
LOC103856446 LOC108846171
LOC103856447 LOC108846170
LOC103856448 LOC108830312
LOC103856450 LOC108846169
LOC103856451 LOC108846167
LOC103856453 LOC108846166
LOC103856454 LOC108846165
LOC103856457 LOC108846394
LOC103856460 LOC108844173
LOC103856461 LOC108836002
LOC103856462 LOC108846072
LOC103856463 LOC108846546
LOC103856464 LOC108846267
LOC103856465 LOC108847491
LOC103856466 LOC108847535
LOC103856468 LOC108846155
LOC103856469 LOC108845700
LOC103856470 LOC108845929
LOC103856471 LOC108847991
LOC103856472 LOC108844294
LOC103856474 LOC108848026
LOC103856475 LOC108847733
LOC103856476 LOC108847732
LOC103856477 LOC108847884
LOC103856478 LOC108844006
LOC103856479 LOC108846409
LOC103856480 LOC108843966
LOC103856481 LOC108845571
LOC103856482 LOC108847671
LOC103856485 LOC108847670
LOC103856487 LOC108846129
LOC103856488 LOC108846309
LOC103856489 LOC108847728
LOC103856490 LOC108837328
LOC103856493 LOC108838189
LOC103856494 LOC108847479
LOC103856495 LOC108847478
LOC103856496 LOC108817032
LOC103856497 LOC108847995
LOC103856499 LOC108844042
LOC103856501 LOC108844618
LOC103856502 LOC108847191
LOC103856503 LOC108845559
LOC103856505 LOC108848014
LOC103856506 LOC108848013
LOC103856507 LOC108846760
LOC103856508 LOC108844698
LOC103856509 LOC108846514
LOC103856510 LOC108845812
LOC103856512 LOC108845814
LOC103856513 LOC108845817
LOC103856515 LOC108845816
LOC103856516 LOC108845811
LOC103856517 LOC108845819
LOC103856518 LOC108845807
LOC103856520 LOC108845813
LOC103856521 LOC108845808
LOC103856522 LOC108845815
LOC103856523 LOC108845555
LOC103856525 LOC108845552
LOC103856527 LOC108847322
LOC103856528 LOC108847321
LOC103856529 LOC108847519
LOC103856531 LOC108844272
LOC103856532 LOC108844271
LOC103856533 LOC108846708
LOC103856536 LOC108844376
LOC103856537 LOC108844372
LOC103856541 LOC108847077
LOC103856542 LOC108844675
LOC103856544 LOC108846427
LOC103856545 LOC108862612
LOC103856546 LOC108844665
LOC103856547 LOC108841423
LOC103856548 LOC108842368
LOC103856549 LOC108845946
LOC103856550 LOC108846344
LOC103856551 LOC108848041
LOC103856552 LOC108848043
LOC103856555 LOC108848038
LOC103856556 LOC108848040
LOC103856558 LOC108844340
LOC103856559 LOC108844341
LOC103856560 LOC108847428
LOC103856561 LOC108847429
LOC103856565 LOC108845875
LOC103856566 LOC108844457
LOC103856571 LOC108844455
LOC103856572 LOC108844187
LOC103856573 LOC108841480
LOC103856574 LOC108844191
LOC103856575 LOC108846123
LOC103856576 LOC108843863
LOC103856577 LOC108843862
LOC103856579 LOC108844553
LOC103856580 LOC108841943
LOC103856581 LOC108845925
LOC103856582 LOC108847562
LOC103856584 LOC108828128
LOC103856585 LOC108845543
LOC103856587 LOC108844715
LOC103856588 LOC108844716
LOC103856592 LOC108847160
LOC103856593 LOC108844414
LOC103856595 LOC108844043
LOC103856596 LOC108844056
LOC103856597 LOC108844652
LOC103856599 LOC108844749
LOC103856600 LOC108846652
LOC103856603 LOC108844115
LOC103856605 LOC108843934
LOC103856606 LOC108834506
LOC103856607 LOC108843932
LOC103856608 LOC108843537
LOC103856609 LOC108844497
LOC103856610 LOC108848075
LOC103856611 LOC108847802
LOC103856612 LOC108847801
LOC103856614 LOC108843536
LOC103856615 LOC108844293
LOC103856616 LOC108844763
LOC103856618 LOC108847152
LOC103856620 LOC108847149
LOC103856621 LOC108847146
LOC103856623 LOC108823214
LOC103856627 LOC108847181
LOC103856628 LOC108847046
LOC103856629 LOC108844663
LOC103856630 LOC108846970
LOC103856631 LOC108844196
LOC103856634 LOC108823188
LOC103856635 LOC108846466
LOC103856636 LOC108844759
LOC103856638 LOC108845975
LOC103856639 LOC108847897
LOC103856640 LOC108845537
LOC103856641 LOC108846588
LOC103856642 LOC108846443
LOC103856643 LOC108841422
LOC103856644 LOC108842194
LOC103856645 LOC108847401
LOC103856646 LOC108847400
LOC103856648 LOC108845535
LOC103856650 LOC108847399
LOC103856652 LOC108847576
LOC103856654 LOC108842193
LOC103856655 LOC108845971
LOC103856657 LOC108847785
LOC103856658 LOC108847789
LOC103856659 LOC108847790
LOC103856660 LOC108844423
LOC103856661 LOC108845531
LOC103856662 LOC108843879
LOC103856663 LOC108843880
LOC103856664 LOC108843881
LOC103856667 LOC108844373
LOC103856668 LOC108847224
LOC103856669 LOC108844074
LOC103856672 LOC108844400
LOC103856673 LOC108844402
LOC103856677 LOC108844125
LOC103856681 LOC108844126
LOC103856683 LOC108844661
LOC103856684 LOC108844942
LOC103856685 LOC108844314
LOC103856687 LOC108844428
LOC103856689 LOC108844954
LOC103856691 LOC108844941
LOC103856692 LOC108843719
LOC103856693 LOC108843994
LOC103856694 LOC108844937
LOC103856695 LOC108844948
LOC103856699 LOC108844944
LOC103856700 LOC108839419
LOC103856701 LOC108844945
LOC103856703 LOC108844946
LOC103856704 LOC108844939
LOC103856705 LOC108844953
LOC103856706 LOC108844952
LOC103856707 LOC108843917
LOC103856708 LOC108844753
LOC103856710 LOC108847408
LOC103856711 LOC108840972
LOC103856712 LOC108847409
LOC103856714 LOC108844013
LOC103856717 LOC108845857
LOC103856718 LOC108845783
LOC103856720 LOC108844205
LOC103856721 LOC108841497
LOC103856722 LOC108846380
LOC103856724 LOC108846381
LOC103856725 LOC108842463
LOC103856726 LOC108847010
LOC103856727 LOC108847369
LOC103856728 LOC108847372
LOC103856729 LOC108847370
LOC103856730 LOC108847373
LOC103856733 LOC108846116
LOC103856735 LOC108845520
LOC103856736 LOC108845734
LOC103856737 LOC108846693
LOC103856740 LOC108845738
LOC103856741 LOC108841421
LOC103856742 LOC108846790
LOC103856743 LOC108846035
LOC103856744 LOC108847466
LOC103856745 LOC108835990
LOC103856748 LOC108846629
LOC103856749 LOC108846245
LOC103856750 LOC108844234
LOC103856751 LOC108847220
LOC103856752 LOC108847653
LOC103856753 LOC108843946
LOC103856755 LOC108843945
LOC103856756 LOC108843062
LOC103856758 LOC108847541
LOC103856759 LOC108847540
LOC103856760 LOC108847538
LOC103856762 LOC108847542
LOC103856763 LOC108848049
LOC103856764 LOC108842378
LOC103856765 LOC108835100
LOC103856767 LOC108831873
LOC103856768 LOC108846850
LOC103856769 LOC108831874
LOC103856772 LOC108846259
LOC103856773 LOC108847758
LOC103856774 LOC108842377
LOC103856775 LOC108847759
LOC103856778 LOC108844261
LOC103856779 LOC108847564
LOC103856780 LOC108847566
LOC103856783 LOC108844378
LOC103856784 LOC108842379
LOC103856786 LOC108844381
LOC103856789 LOC108848059
LOC103856790 LOC108846738
LOC103856792 LOC108845976
LOC103856793 LOC108844703
LOC103856794 LOC108844766
LOC103856795 LOC108844601
LOC103856796 LOC108846596
LOC103856798 LOC108842380
LOC103856799 LOC108845511
LOC103856800 LOC108843868
LOC103856801 LOC108844465
LOC103856802 LOC108847241
LOC103856803 LOC108847242
LOC103856804 LOC108836894
LOC103856805 LOC108845510
LOC103856806 LOC108847459
LOC103856807 LOC108847463
LOC103856808 LOC108845730
LOC103856809 LOC108846091
LOC103856810 LOC108845509
LOC103856811 LOC108846782
LOC103856812 LOC108846058
LOC103856813 LOC108846962
LOC103856815 LOC108841466
LOC103856816 LOC108845878
LOC103856824 LOC108829473
LOC103856831 LOC108839422
LOC103856834 LOC108846456
LOC103856836 LOC108845664
LOC103856843 LOC108846562
LOC103856844 LOC108831883
LOC103856846 LOC108845827
LOC103856850 LOC108847523
LOC103856852 LOC108853573
LOC103856855 LOC108819661
LOC103856859 LOC108845629
LOC103856864 LOC108834729
LOC103856865 LOC108844931
LOC103856868 LOC108845607
LOC103856870 LOC108845606
LOC103856871 LOC108847114
LOC103856873 LOC108845600
LOC103856874 LOC108842532
LOC103856881 LOC108847904
LOC103856882 LOC108843931
LOC103856887 LOC108816359
LOC103856890 LOC108822192
LOC103856899 LOC108822204
LOC103856907 LOC108848088
LOC103856908 LOC108845526
LOC103856909 LOC108825733
LOC103856913 LOC108846180
LOC103856915 LOC108846778
LOC103856918 LOC108817971
LOC103856919 LOC108841420
LOC103856920 LOC108822359
LOC103856921 LOC108846330
LOC103856922 LOC108847474
LOC103856927 LOC108841718
LOC103856929 LOC108846727
LOC103856931 LOC108846529
LOC103856932 LOC108847396
LOC103856933 LOC108847397
LOC103856934 LOC108843974
LOC103856935 LOC108845503
LOC103856936 LOC108846827
LOC103856937 LOC108841719
LOC103856938 LOC108846054
LOC103856939 LOC108846254
LOC103856941 LOC108847890
LOC103856943 LOC108844480
LOC103856944 LOC108847180
LOC103856945 LOC108847179
LOC103856946 LOC108841724
LOC103856947 LOC108845500
LOC103856948 LOC108847178
LOC103856950 LOC108847133
LOC103856951 LOC108847346
LOC103856955 LOC108847048
LOC103856956 LOC108841720
LOC103856957 LOC108830084
LOC103856958 LOC108847047
LOC103856959 LOC108844198
LOC103856961 LOC108847156
LOC103856962 LOC108847157
LOC103856963 LOC108847158
LOC103856964 LOC108844582
LOC103856965 LOC108839921
LOC103856966 LOC108844581
LOC103856967 LOC108844671
LOC103856968 LOC108843915
LOC103856970 LOC108843914
LOC103856971 LOC108847675
LOC103856972 LOC108844258
LOC103856975 LOC108845972
LOC103856978 LOC108847417
LOC103856980 LOC108844692
LOC103856982 LOC108844254
LOC103856983 LOC108847835
LOC103856984 LOC108846053
LOC103856985 LOC108846857
LOC103856986 LOC108847859
LOC103856990 LOC108844727
LOC103856991 LOC108847760
LOC103856993 LOC108841419
LOC103856997 LOC108845492
LOC103856999 LOC108847712
LOC103857001 LOC108847711
LOC103857002 LOC108847709
LOC103857003 LOC108847172
LOC103857006 LOC108839926
LOC103857007 LOC108848109
LOC103857008 LOC108846127
LOC103857009 LOC108847594
LOC103857010 LOC108846787
LOC103857011 LOC108847593
LOC103857013 LOC108844634
LOC103857014 LOC108845974
LOC103857016 LOC108845885
LOC103857017 LOC108847871
LOC103857024 LOC108844291
LOC103857026 LOC108844151
LOC103857027 LOC108840541
LOC103857028 LOC108846359
LOC103857029 LOC108847938
LOC103857031 LOC108847019
LOC103857032 LOC108836036
LOC103857033 LOC108846577
LOC103857034 LOC108844425
LOC103857035 LOC108846225
LOC103857036 LOC108848035
LOC103857037 LOC108829873
LOC103857038 LOC108848033
LOC103857039 LOC108847288
LOC103857041 LOC108847292
LOC103857042 LOC108846705
LOC103857044 LOC108844217
LOC103857045 LOC108847034
LOC103857046 LOC108846046
LOC103857047 LOC108846895
LOC103857048 LOC108818568
LOC103857052 LOC108844757
LOC103857053 LOC108844701
LOC103857054 LOC108844700
LOC103857055 LOC108847745
LOC103857056 LOC108845480
LOC103857057 LOC108844526
LOC103857058 LOC108846085
LOC103857061 LOC108846086
LOC103857067 LOC108844240
LOC103857068 LOC108845476
LOC103857069 LOC108844765
LOC103857070 LOC108847846
LOC103857072 LOC108846944
LOC103857074 LOC108843473
LOC103857076 LOC108846558
LOC103857077 LOC108846421
LOC103857078 LOC108844556
LOC103857079 LOC108845736
LOC103857080 LOC108847388
LOC103857081 LOC108844168
LOC103857082 LOC108844567
LOC103857083 LOC108845472
LOC103857084 LOC108846337
LOC103857085 LOC108844424
LOC103857086 LOC108844571
LOC103857087 LOC108843873
LOC103857089 LOC108843626
LOC103857090 LOC108847757
LOC103857092 LOC108844186
LOC103857093 LOC108846319
LOC103857094 LOC108841418
LOC103857095 LOC108846338
LOC103857097 LOC108843902
LOC103857098 LOC108842770
LOC103857100 LOC108844559
LOC103857101 LOC108831598
LOC103857102 LOC108847940
LOC103857104 LOC108845468
LOC103857105 LOC108844395
LOC103857107 LOC108845918
LOC103857108 LOC108839889
LOC103857109 LOC108846030
LOC103857110 LOC108847800
LOC103857111 LOC108846017
LOC103857112 LOC108844105
LOC103857113 LOC108844736
LOC103857114 LOC108844668
LOC103857115 LOC108846572
LOC103857116 LOC108844262
LOC103857117 LOC108842739
LOC103857118 LOC108844355
LOC103857119 LOC108845993
LOC103857122 LOC108845911
LOC103857125 LOC108844517
LOC103857126 LOC108844518
LOC103857128 LOC108843091
LOC103857129 LOC108844516
LOC103857134 LOC108844712
LOC103857135 LOC108846327
LOC103857136 LOC108843090
LOC103857138 LOC108846440
LOC103857139 LOC108846442
LOC103857141 LOC108847918
LOC103857142 LOC108847916
LOC103857143 LOC108844153
LOC103857144 LOC108848047
LOC103857145 LOC108848048
LOC103857146 LOC108844100
LOC103857147 LOC108839636
LOC103857149 LOC108847780
LOC103857151 LOC108845456
LOC103857152 LOC108836209
LOC103857153 LOC108843903
LOC103857154 LOC108847649
LOC103857156 LOC108844493
LOC103857157 LOC108847953
LOC103857158 LOC108847951
LOC103857159 LOC108833987
LOC103857160 LOC108847952
LOC103857162 LOC108846473
LOC103857163 LOC108846820
LOC103857165 LOC108844333
LOC103857166 LOC108846389
LOC103857168 LOC108848082
LOC103857169 LOC108836333
LOC103857170 LOC108845883
LOC103857171 LOC108847207
LOC103857173 LOC108843976
LOC103857174 LOC108843322
LOC103857175 LOC108844004
LOC103857176 LOC108843890
LOC103857177 LOC108845869
LOC103857178 LOC108844096
LOC103857179 LOC108844213
LOC103857181 LOC108844612
LOC103857182 LOC108820733
LOC103857184 LOC108847481
LOC103857185 LOC108847482
LOC103857186 LOC108841416
LOC103857188 LOC108846968
LOC103857190 LOC108847127
LOC103857191 LOC108847128
LOC103857192 LOC108846450
LOC103857194 LOC108844032
LOC103857195 LOC108844031
LOC103857196 LOC108844041
LOC103857197 LOC108844040
LOC103857198 LOC108843471
LOC103857199 LOC108844735
LOC103857200 LOC108844184
LOC103857201 LOC108844711
LOC103857202 LOC108845447
LOC103857203 LOC108848010
LOC103857204 LOC108846965
LOC103857205 LOC108847492
LOC103857206 LOC108847989
LOC103857207 LOC108818243
LOC103857211 LOC108847570
LOC103857216 LOC108845491
LOC103857224 LOC108844106
LOC103857225 LOC108844743
LOC103857228 LOC108846413
LOC103857236 LOC108845470
LOC103857238 LOC108840672
LOC103857245 LOC108831505
LOC103857250 LOC108807683
LOC103857252 LOC108847990
LOC103857253 LOC108844611
LOC103857254 LOC108844610
LOC103857255 LOC108841255
LOC103857256 LOC108844163
LOC103857257 LOC108847154
LOC103857258 LOC108847153
LOC103857259 LOC108832128
LOC103857262 LOC108847996
LOC103857263 LOC108844343
LOC103857264 LOC108844195
LOC103857265 LOC108844439
LOC103857266 LOC108843192
LOC103857267 LOC108844525
LOC103857268 LOC108846883
LOC103857269 LOC108845881
LOC103857270 LOC108846316
LOC103857271 LOC108847797
LOC103857272 LOC108846468
LOC103857273 LOC108844174
LOC103857274 LOC108845909
LOC103857275 LOC108844309
LOC103857276 LOC108840164
LOC103857278 LOC108844225
LOC103857280 LOC108841414
LOC103857282 LOC108845955
LOC103857285 LOC108844641
LOC103857287 LOC108847382
LOC103857288 LOC108839635
LOC103857289 LOC108847381
LOC103857290 LOC108834370
LOC103857292 LOC108845439
LOC103857293 LOC108847316
LOC103857294 LOC108836309
LOC103857295 LOC108844265
LOC103857296 LOC108846971
LOC103857299 LOC108846416
LOC103857300 LOC108846607
LOC103857301 LOC108844714
LOC103857302 LOC108844637
LOC103857303 LOC108846400
LOC103857305 LOC108839426
LOC103857306 LOC108844139
LOC103857309 LOC108844233
LOC103857310 LOC108844231
LOC103857311 LOC108844475
LOC103857314 LOC108846308
LOC103857315 LOC108846366
LOC103857318 LOC108846056
LOC103857320 LOC108835272
LOC103857321 LOC108847803
LOC103857323 LOC108847879
LOC103857324 LOC108848100
LOC103857326 LOC108839647
LOC103857327 LOC108844152
LOC103857329 LOC108843893
LOC103857332 LOC108847138
LOC103857335 LOC108847962
LOC103857337 LOC108839641
LOC103857338 LOC108847161
LOC103857339 LOC108845432
LOC103857341 LOC108844063
LOC103857342 LOC108847819
LOC103857344 LOC108845936
LOC103857345 LOC108846432
LOC103857346 LOC108847039
LOC103857348 LOC108839646
LOC103857349 LOC108847038
LOC103857350 LOC108847037
LOC103857353 LOC108846723
LOC103857355 LOC108846750
LOC103857356 LOC108844255
LOC103857357 LOC108846553
LOC103857358 LOC108845922
LOC103857360 LOC108847266
LOC103857361 LOC108844672
LOC103857363 LOC108845991
LOC103857365 LOC108845880
LOC103857366 LOC108846806
LOC103857367 LOC108844348
LOC103857368 LOC108844104
LOC103857369 LOC108847449
LOC103857370 LOC108839651
LOC103857372 LOC108847450
LOC103857373 LOC108844630
LOC103857374 LOC108845837
LOC103857375 LOC108847498
LOC103857376 LOC108847497
LOC103857377 LOC108839645
LOC103857378 LOC108847496
LOC103857379 LOC108844287
LOC103857380 LOC108846095
LOC103857383 LOC108840590
LOC103857384 LOC108845427
LOC103857385 LOC108847084
LOC103857386 LOC108839648
LOC103857387 LOC108847087
LOC103857388 LOC108847089
LOC103857389 LOC108845426
LOC103857390 LOC108838707
LOC103857391 LOC108847083
LOC103857392 LOC108847085
LOC103857393 LOC108847714
LOC103857394 LOC108845963
LOC103857395 LOC108845839
LOC103857396 LOC108845952
LOC103857400 LOC108847874
LOC103857401 LOC108843884
LOC103857402 LOC108845419
LOC103857403 LOC108839642
LOC103857404 LOC108847300
LOC103857405 LOC108847301
LOC103857406 LOC108847930
LOC103857407 LOC108844330
LOC103857408 LOC108847924
LOC103857409 LOC108847925
LOC103857410 LOC108844256
LOC103857411 LOC108847982
LOC103857412 LOC108839638
LOC103857413 LOC108844413
LOC103857421 LOC108844510
LOC103857422 LOC108822341
LOC103857424 LOC108847843
LOC103857425 LOC108847841
LOC103857426 LOC108847842
LOC103857427 LOC108845410
LOC103857428 LOC108845978
LOC103857429 LOC108846062
LOC103857430 LOC108846884
LOC103857432 LOC108844094
LOC103857433 LOC108847165
LOC103857435 LOC108847170
LOC103857436 LOC108847723
LOC103857437 LOC108847556
LOC103857438 LOC108847168
LOC103857439 LOC108846022
LOC103857440 LOC108833069
LOC103857441 LOC108839639
LOC103857442 LOC108833067
LOC103857443 LOC108844085
LOC103857444 LOC108844086
LOC103857445 LOC108843984
LOC103857446 LOC108843987
LOC103857447 LOC108847868
LOC103857448 LOC108844550
LOC103857449 LOC108847124
LOC103857450 LOC108847557
LOC103857451 LOC108845395
LOC103857453 LOC108839429
LOC103857459 LOC108847558
LOC103857460 LOC108844249
LOC103857461 LOC108843954
LOC103857463 LOC108844207
LOC103857466 LOC108833574
LOC103857467 LOC108844180
LOC103857468 LOC108846492
LOC103857469 LOC108844506
LOC103857470 LOC108847751
LOC103857471 LOC108837540
LOC103857472 LOC108844756
LOC103857473 LOC108844080
LOC103857474 LOC108846575
LOC103857475 LOC108846950
LOC103857476 LOC108845913
LOC103857477 LOC108844005
LOC103857478 LOC108848000
LOC103857479 LOC108847999
LOC103857480 LOC108844558
LOC103857484 LOC108845388
LOC103857486 LOC108844761
LOC103857487 LOC108845945
LOC103857488 LOC108843876
LOC103857490 LOC108846865
LOC103857491 LOC108832793
LOC103857493 LOC108827176
LOC103857494 LOC108846982
LOC103857496 LOC108838222
LOC103857497 LOC108847813
LOC103857498 LOC108847815
LOC103857501 LOC108858075
LOC103857503 LOC108841314
LOC103857504 LOC108847699
LOC103857505 LOC108846273
LOC103857507 LOC108841922
LOC103857509 LOC108839133
LOC103857512 LOC108846396
LOC103857513 LOC108846565
LOC103857517 LOC108846272
LOC103857518 LOC108846217
LOC103857519 LOC108848077
LOC103857520 LOC108841916
LOC103857521 LOC108847505
LOC103857522 LOC108847503
LOC103857523 LOC108847506
LOC103857524 LOC108847208
LOC103857525 LOC108847860
LOC103857527 LOC108846853
LOC103857529 LOC108847444
LOC103857531 LOC108844279
LOC103857532 LOC108844280
LOC103857533 LOC108848012
LOC103857534 LOC108847969
LOC103857536 LOC108832425
LOC103857537 LOC108847778
LOC103857538 LOC108847776
LOC103857539 LOC108847605
LOC103857540 LOC108847604
LOC103857542 LOC108847338
LOC103857543 LOC108847064
LOC103857544 LOC108847051
LOC103857545 LOC108834082
LOC103857546 LOC108834029
LOC103857547 LOC108834031
LOC103857549 LOC108846044
LOC103857550 LOC108846340
LOC103857552 LOC108844301
LOC103857555 LOC108830420
LOC103857558 LOC108830413
LOC103857560 LOC108830427
LOC103857561 LOC108830412
LOC103857565 LOC108830416
LOC103857567 LOC108836566
LOC103857569 LOC108840242
LOC103857570 LOC108846448
LOC103857572 LOC108847822
LOC103857573 LOC108847294
LOC103857574 LOC108846894
LOC103857576 LOC108847920
LOC103857577 LOC108846650
LOC103857579 LOC108832020
LOC103857580 LOC108844746
LOC103857581 LOC108846118
LOC103857582 LOC108845927
LOC103857583 LOC108846869
LOC103857585 LOC108844323
LOC103857586 LOC108845358
LOC103857587 LOC108847324
LOC103857588 LOC108847323
LOC103857589 LOC108823126
LOC103857590 LOC108847325
LOC103857591 LOC108846479
LOC103857592 LOC108848020
LOC103857593 LOC108847992
LOC103857595 LOC108846181
LOC103857596 LOC108846614
LOC103857597 LOC108846438
LOC103857598 LOC108847606
LOC103857599 LOC108844673
LOC103857600 LOC108818928
LOC103857601 LOC108841356
LOC103857602 LOC108847589
LOC103857603 LOC108846888
LOC103857604 LOC108846887
LOC103857607 LOC108845908
LOC103857608 LOC108847079
LOC103857611 LOC108846677
LOC103857612 LOC108844315
LOC103857613 LOC108838465
LOC103857616 LOC108847908
LOC103857617 LOC108838956
LOC103857619 LOC108847907
LOC103857620 LOC108844135
LOC103857621 LOC108845347
LOC103857622 LOC108846260
LOC103857623 LOC108844442
LOC103857625 LOC108847123
LOC103857626 LOC108846551
LOC103857628 LOC108846823
LOC103857629 LOC108844149
LOC103857630 LOC108845344
LOC103857633 LOC108847662
LOC103857634 LOC108845342
LOC103857635 LOC108840355
LOC103857636 LOC108844399
LOC103857637 LOC108846649
LOC103857638 LOC108844132
LOC103857639 LOC108844133
LOC103857641 LOC108844421
LOC103857642 LOC108847942
LOC103857643 LOC108845986
LOC103857644 LOC108858352
LOC103857645 LOC108847239
LOC103857646 LOC108845917
LOC103857647 LOC108827127
LOC103857649 LOC108844347
LOC103857650 LOC108845337
LOC103857651 LOC108844346
LOC103857652 LOC108846824
LOC103857653 LOC108847603
LOC103857654 LOC108844481
LOC103857655 LOC108847943
LOC103857656 LOC108843163
LOC103857657 LOC108844267
LOC103857659 LOC108847795
LOC103857660 LOC108848045
LOC103857662 LOC108844087
LOC103857663 LOC108845981
LOC103857665 LOC108845886
LOC103857666 LOC108846250
LOC103857667 LOC108848074
LOC103857668 LOC108847030
LOC103857669 LOC108847031
LOC103857670 LOC108847033
LOC103857671 LOC108846173
LOC103857672 LOC108843043
LOC103857673 LOC108844388
LOC103857674 LOC108836065
LOC103857675 LOC108847963
LOC103857676 LOC108846530
LOC103857678 LOC108846096
LOC103857680 LOC108847315
LOC103857682 LOC108839436
LOC103857684 LOC108847082
LOC103857685 LOC108845425
LOC103857687 LOC108846574
LOC103857689 LOC108845393
LOC103857691 LOC108840932
LOC103857696 LOC108840406
LOC103857697 LOC108832341
LOC103857702 LOC108830423
LOC103857703 LOC108840867
LOC103857704 LOC108845361
LOC103857705 LOC108846897
LOC103857706 LOC108845357
LOC103857707 LOC108845353
LOC103857711 LOC108844344
LOC103857712 LOC108844747
LOC103857713 LOC108829511
LOC103857718 LOC108837400
LOC103857719 LOC108837402
LOC103857720 LOC108846192
LOC103857721 LOC108845995
LOC103857722 LOC108829519
LOC103857723 LOC108844596
LOC103857724 LOC108847469
LOC103857726 LOC108844118
LOC103857727 LOC108844545
LOC103857728 LOC108844546
LOC103857729 LOC108835308
LOC103857732 LOC108842343
LOC103857735 LOC108844411
LOC103857736 LOC108844568
LOC103857739 LOC108847847
LOC103857741 LOC108846412
LOC103857744 LOC108844307
LOC103857745 LOC108844404
LOC103857746 LOC108844458
LOC103857748 LOC108846349
LOC103857749 LOC108842344
LOC103857750 LOC108845889
